"Datum","Zuletzt","Eröffn.","Hoch","Tief","Vol.","Veraenderung"
"24.06.2022","10.823,12","10.507,83","10.823,12","10.503,30","50,57M","3,54%"
"23.06.2022","10.453,31","10.468,75","10.521,71","10.404,77","39,93M","-0,71%"
"22.06.2022","10.528,34","10.372,89","10.543,01","10.349,65","42,13M","0,46%"
"21.06.2022","10.479,84","10.519,40","10.578,03","10.479,84","32,84M","-0,06%"
"20.06.2022","10.485,91","10.450,50","10.485,91","10.392,10","27,53M","0,33%"
"17.06.2022","10.451,31","10.482,70","10.592,12","10.424,81","116,51M","-0,23%"
"16.06.2022","10.475,37","10.722,75","10.735,05","10.441,62","65,60M","-2,86%"
"15.06.2022","10.783,59","10.778,81","10.850,17","10.682,70","48,50M","0,79%"
"14.06.2022","10.699,07","10.920,67","10.940,32","10.699,07","51,21M","-1,81%"
"13.06.2022","10.896,25","10.963,72","11.020,23","10.855,25","51,35M","-1,70%"
"10.06.2022","11.084,62","11.248,82","11.248,82","11.018,56","54,67M","-2,10%"
"09.06.2022","11.322,43","11.434,10","11.478,38","11.322,43","61,76M","-1,26%"
"08.06.2022","11.467,39","11.546,74","11.549,67","11.411,43","84,82M","-0,58%"
"07.06.2022","11.534,18","11.563,68","11.575,77","11.493,48","33,80M","0,04%"
"03.06.2022","11.529,16","11.605,72","11.615,40","11.524,05","24,16M","-0,18%"
"02.06.2022","11.550,20","11.502,58","11.571,42","11.501,32","24,76M","0,49%"
"01.06.2022","11.494,12","11.682,24","11.692,66","11.494,12","33,02M","-1,01%"
"31.05.2022","11.611,38","11.686,27","11.718,91","11.597,39","74,16M","-1,06%"
"30.05.2022","11.736,26","11.707,77","11.751,16","11.673,19","30,80M","0,76%"
"27.05.2022","11.647,17","11.566,00","11.657,24","11.501,03","41,90M","1,35%"
"25.05.2022","11.491,80","11.548,39","11.576,56","11.468,94","33,78M","0,07%"
"24.05.2022","11.483,56","11.391,65","11.532,03","11.383,28","38,51M","0,15%"
"23.05.2022","11.466,28","11.438,99","11.466,28","11.348,75","40,40M","1,39%"
"20.05.2022","11.308,98","11.410,43","11.419,62","11.286,52","46,45M","0,00%"
"19.05.2022","11.309,49","11.464,20","11.465,84","11.233,72","47,44M","-2,33%"
"18.05.2022","11.579,14","11.736,04","11.783,13","11.579,14","39,12M","-1,29%"
"17.05.2022","11.730,44","11.740,06","11.808,01","11.687,37","34,92M","0,50%"
"16.05.2022","11.672,23","11.622,49","11.721,57","11.584,56","38,60M","0,19%"
"13.05.2022","11.650,42","11.544,51","11.650,42","11.529,80","40,33M","1,25%"
"12.05.2022","11.506,13","11.380,43","11.548,93","11.288,02","52,08M","-0,41%"
"11.05.2022","11.553,66","11.536,00","11.568,60","11.408,96","49,96M","0,10%"
"10.05.2022","11.541,72","11.526,71","11.655,62","11.478,76","44,94M","0,85%"
"09.05.2022","11.444,18","11.669,37","11.701,87","11.444,18","44,84M","-2,44%"
"06.05.2022","11.730,42","11.843,99","11.866,63","11.671,48","42,18M","-1,24%"
"05.05.2022","11.877,27","12.009,00","12.048,14","11.857,63","45,77M","-0,03%"
"04.05.2022","11.880,24","11.971,41","11.994,33","11.880,24","35,60M","-1,01%"
"03.05.2022","12.001,88","12.003,59","12.067,74","11.937,15","43,38M","0,25%"
"02.05.2022","11.971,73","12.081,23","12.097,98","11.863,63","37,04M","-1,29%"
"29.04.2022","12.128,76","12.134,14","12.219,51","12.117,56","37,56M","0,50%"
"28.04.2022","12.068,41","12.097,77","12.171,59","12.033,86","42,64M","0,14%"
"27.04.2022","12.051,48","11.924,96","12.082,89","11.814,84","54,13M","0,99%"
"26.04.2022","11.933,28","12.159,70","12.173,90","11.933,28","55,36M","-1,26%"
"25.04.2022","12.084,98","12.046,01","12.169,64","12.029,55","49,12M","-1,41%"
"22.04.2022","12.258,33","12.214,32","12.316,74","12.203,61","42,21M","-0,35%"
"21.04.2022","12.301,33","12.366,91","12.424,16","12.301,33","45,64M","-0,07%"
"20.04.2022","12.310,17","12.287,57","12.341,09","12.284,69","46,41M","0,23%"
"19.04.2022","12.281,42","12.363,54","12.383,67","12.212,13","43,81M","-1,55%"
"14.04.2022","12.475,08","12.384,47","12.496,97","12.375,71","42,24M","0,78%"
"13.04.2022","12.378,68","12.364,48","12.394,89","12.315,77","35,96M","0,00%"
"12.04.2022","12.378,87","12.402,65","12.433,97","12.337,05","47,61M","-1,20%"
"11.04.2022","12.528,61","12.514,77","12.569,97","12.463,22","53,10M","0,17%"
"08.04.2022","12.507,69","12.488,92","12.507,69","12.422,51","45,45M","1,09%"
"07.04.2022","12.372,46","12.392,89","12.472,08","12.353,28","47,64M","0,42%"
"06.04.2022","12.320,10","12.375,84","12.395,89","12.247,46","50,01M","-0,46%"
"05.04.2022","12.376,97","12.353,52","12.380,57","12.300,17","43,81M","0,29%"
"04.04.2022","12.340,87","12.263,14","12.340,87","12.211,81","37,40M","1,33%"
"01.04.2022","12.179,08","12.157,17","12.212,62","12.136,05","34,75M","0,14%"
"31.03.2022","12.161,53","12.293,06","12.300,67","12.161,53","51,01M","-0,67%"
"30.03.2022","12.243,73","12.268,66","12.327,95","12.225,21","44,52M","-0,66%"
"29.03.2022","12.325,58","12.234,11","12.388,79","12.198,04","55,82M","1,40%"
"28.03.2022","12.155,95","12.159,07","12.264,93","12.151,24","44,34M","0,28%"
"25.03.2022","12.121,67","12.136,22","12.169,14","12.072,06","29,42M","-0,08%"
"24.03.2022","12.131,45","12.108,85","12.147,96","12.069,10","40,18M","0,26%"
"23.03.2022","12.099,50","12.212,60","12.243,60","12.096,45","34,59M","-0,85%"
"22.03.2022","12.202,62","12.161,11","12.232,17","12.101,35","39,18M","0,26%"
"21.03.2022","12.171,28","12.164,44","12.202,29","12.110,59","40,96M","-0,11%"
"18.03.2022","12.184,99","12.075,84","12.184,99","11.997,60","116,92M","1,02%"
"17.03.2022","12.061,87","11.926,61","12.061,87","11.889,28","57,51M","1,35%"
"16.03.2022","11.900,96","11.832,57","11.980,32","11.821,97","65,91M","1,87%"
"15.03.2022","11.682,22","11.599,48","11.702,60","11.510,49","52,96M","0,03%"
"14.03.2022","11.678,94","11.514,31","11.697,42","11.494,99","54,50M","1,59%"
"11.03.2022","11.495,69","11.444,04","11.674,05","11.381,68","66,68M","0,92%"
"10.03.2022","11.391,10","11.517,18","11.546,32","11.388,73","63,39M","-0,89%"
"09.03.2022","11.493,36","11.175,89","11.493,36","11.164,63","90,78M","3,95%"
"08.03.2022","11.057,06","11.116,96","11.370,88","10.958,53","96,81M","-1,32%"
"07.03.2022","11.204,67","11.154,33","11.299,93","10.871,24","97,19M","-0,84%"
"04.03.2022","11.300,13","11.592,76","11.609,53","11.291,84","90,56M","-3,22%"
"03.03.2022","11.675,70","11.838,93","11.878,13","11.658,83","57,69M","-1,65%"
"02.03.2022","11.871,59","11.784,86","11.906,75","11.668,96","76,00M","0,08%"
"01.03.2022","11.862,28","11.987,44","12.021,72","11.789,75","72,01M","-1,04%"
"28.02.2022","11.986,78","11.857,86","11.989,95","11.842,76","75,29M","0,00%"
"25.02.2022","11.987,31","11.672,02","11.995,96","11.665,29","72,14M","3,01%"
"24.02.2022","11.636,76","11.641,66","11.736,23","11.480,76","87,80M","-2,56%"
"23.02.2022","11.941,89","11.988,80","12.125,16","11.941,89","38,25M","-0,15%"
"22.02.2022","11.959,39","11.695,18","11.979,46","11.687,56","53,59M","0,57%"
"21.02.2022","11.891,88","12.055,72","12.095,22","11.852,99","46,65M","-0,98%"
"18.02.2022","12.010,09","12.100,17","12.157,62","11.981,06","45,66M","-0,54%"
"17.02.2022","12.075,27","12.184,84","12.197,86","12.032,73","41,36M","-0,95%"
"16.02.2022","12.191,57","12.212,68","12.268,67","12.166,10","34,61M","0,08%"
"15.02.2022","12.181,86","12.016,07","12.210,60","12.016,07","44,58M","1,29%"
"14.02.2022","12.026,37","12.050,21","12.088,22","11.924,55","56,32M","-1,68%"
"11.02.2022","12.231,97","12.220,87","12.291,65","12.186,25","47,52M","-0,66%"
"10.02.2022","12.313,16","12.377,52","12.391,41","12.279,60","81,14M","-0,44%"
"09.02.2022","12.367,82","12.260,35","12.422,95","12.259,84","46,25M","1,75%"
"08.02.2022","12.155,66","12.218,41","12.256,56","12.131,52","41,80M","-0,31%"
"07.02.2022","12.193,81","12.193,38","12.214,34","12.110,40","38,83M","0,44%"
"04.02.2022","12.140,25","12.289,89","12.305,79","12.121,62","41,37M","-0,77%"
"03.02.2022","12.234,15","12.269,92","12.349,31","12.205,05","49,18M","-1,02%"
"02.02.2022","12.360,37","12.337,52","12.414,42","12.324,92","56,34M","0,00%"
"01.02.2022","12.359,80","12.338,54","12.408,80","12.304,83","57,51M","1,09%"
"31.01.2022","12.226,70","12.201,89","12.291,90","12.175,78","46,86M","1,01%"
"28.01.2022","12.104,44","12.154,76","12.166,87","11.958,69","44,82M","-0,60%"
"27.01.2022","12.176,90","11.924,66","12.205,25","11.917,71","47,70M","0,65%"
"26.01.2022","12.098,26","12.053,18","12.161,21","12.042,45","46,06M","1,28%"
"25.01.2022","11.945,69","11.914,33","11.996,17","11.867,78","59,88M","0,54%"
"24.01.2022","11.881,30","12.292,63","12.304,21","11.878,27","78,44M","-3,84%"
"21.01.2022","12.355,54","12.433,29","12.467,02","12.304,02","56,61M","-1,63%"
"20.01.2022","12.560,70","12.510,03","12.575,39","12.449,19","33,59M","0,28%"
"19.01.2022","12.525,69","12.465,28","12.570,06","12.448,44","41,89M","-0,03%"
"18.01.2022","12.529,56","12.556,14","12.562,00","12.484,44","38,85M","-0,82%"
"17.01.2022","12.633,21","12.560,92","12.657,57","12.547,01","33,57M","0,86%"
"14.01.2022","12.525,63","12.512,30","12.596,43","12.506,58","35,25M","-0,75%"
"13.01.2022","12.620,44","12.626,51","12.662,45","12.589,46","35,18M","-0,39%"
"12.01.2022","12.670,47","12.737,89","12.740,61","12.629,38","38,97M","-0,31%"
"11.01.2022","12.709,71","12.740,60","12.772,63","12.691,30","45,52M","0,89%"
"10.01.2022","12.597,35","12.802,76","12.811,17","12.560,70","50,02M","-1,57%"
"07.01.2022","12.797,94","12.754,41","12.821,44","12.715,49","42,71M","0,04%"
"06.01.2022","12.792,28","12.754,51","12.816,12","12.728,44","40,33M","-0,88%"
"05.01.2022","12.906,37","12.868,00","12.906,37","12.825,90","33,32M","0,04%"
"04.01.2022","12.900,97","12.977,59","12.979,76","12.884,48","38,72M","-0,30%"
"03.01.2022","12.939,17","12.934,42","12.997,15","12.905,53","30,07M","0,49%"
"30.12.2021","12.875,66","12.925,69","12.980,14","12.875,66","20,46M","-0,39%"
"29.12.2021","12.926,56","12.953,32","12.966,30","12.877,99","17,87M","-0,34%"
"28.12.2021","12.970,53","12.888,53","12.977,21","12.885,51","16,14M","0,81%"
"27.12.2021","12.866,90","12.742,73","12.893,39","12.742,13","17,42M","0,64%"
"23.12.2021","12.785,32","12.717,33","12.787,96","12.695,59","25,19M","0,56%"
"22.12.2021","12.713,90","12.681,40","12.713,90","12.601,51","23,74M","0,25%"
"21.12.2021","12.682,53","12.675,59","12.706,86","12.624,14","35,39M","0,74%"
"20.12.2021","12.589,89","12.548,21","12.622,93","12.467,72","44,34M","-0,99%"
"17.12.2021","12.715,48","12.787,72","12.787,72","12.652,28","88,80M","-0,59%"
"16.12.2021","12.790,89","12.704,91","12.823,30","12.692,25","49,87M","2,07%"
"15.12.2021","12.530,95","12.435,94","12.533,72","12.432,14","35,52M","0,96%"
"14.12.2021","12.411,58","12.607,81","12.619,96","12.411,58","32,96M","-1,11%"
"13.12.2021","12.551,28","12.607,83","12.637,21","12.551,28","38,96M","-0,45%"
"10.12.2021","12.607,73","12.572,06","12.637,24","12.520,79","27,55M","0,00%"
"09.12.2021","12.607,63","12.620,22","12.639,41","12.572,05","30,06M","0,08%"
"08.12.2021","12.597,43","12.579,96","12.687,85","12.573,62","36,86M","0,67%"
"07.12.2021","12.513,62","12.457,96","12.531,71","12.436,16","42,63M","1,12%"
"06.12.2021","12.375,35","12.276,19","12.407,99","12.230,70","41,65M","1,64%"
"03.12.2021","12.175,77","12.234,54","12.296,09","12.146,10","38,49M","-0,01%"
"02.12.2021","12.177,52","12.207,56","12.211,12","12.093,37","41,80M","-0,73%"
"01.12.2021","12.266,46","12.207,76","12.292,86","12.139,24","37,65M","0,88%"
"30.11.2021","12.159,69","12.145,12","12.234,83","12.071,67","100,67M","-0,50%"
"29.11.2021","12.220,74","12.223,26","12.285,80","12.193,76","42,21M","0,18%"
"26.11.2021","12.199,21","12.161,00","12.304,57","12.157,50","60,31M","-2,01%"
"25.11.2021","12.449,68","12.428,34","12.468,16","12.410,89","20,90M","0,44%"
"24.11.2021","12.395,72","12.396,65","12.424,75","12.336,80","32,06M","0,23%"
"23.11.2021","12.366,73","12.458,69","12.458,69","12.336,86","40,78M","-1,15%"
"22.11.2021","12.510,81","12.535,10","12.571,75","12.491,25","39,45M","-0,27%"
"19.11.2021","12.545,01","12.577,07","12.622,91","12.543,11","52,95M","-0,07%"
"18.11.2021","12.553,19","12.622,84","12.625,81","12.537,60","35,81M","-0,37%"
"17.11.2021","12.600,15","12.555,84","12.605,69","12.533,94","37,96M","0,34%"
"16.11.2021","12.557,34","12.505,24","12.574,48","12.482,35","35,36M","0,32%"
"15.11.2021","12.517,12","12.492,73","12.544,37","12.485,85","25,65M","0,01%"
"12.11.2021","12.516,05","12.418,66","12.516,05","12.418,66","32,99M","0,76%"
"11.11.2021","12.421,08","12.354,39","12.462,62","12.348,18","31,41M","0,16%"
"10.11.2021","12.401,40","12.371,49","12.427,64","12.361,13","34,50M","0,27%"
"09.11.2021","12.367,52","12.324,92","12.410,55","12.315,09","32,27M","0,11%"
"08.11.2021","12.353,35","12.349,76","12.392,44","12.327,62","31,40M","0,26%"
"05.11.2021","12.321,85","12.386,21","12.470,13","12.321,27","39,79M","-0,65%"
"04.11.2021","12.403,05","12.496,77","12.512,12","12.400,09","48,90M","0,16%"
"03.11.2021","12.383,27","12.312,19","12.383,27","12.277,32","42,03M","0,51%"
"02.11.2021","12.321,00","12.208,34","12.321,00","12.191,75","32,71M","0,86%"
"01.11.2021","12.216,33","12.174,92","12.216,33","12.133,76","48,05M","0,89%"
"29.10.2021","12.108,17","12.097,96","12.109,39","12.041,84","39,52M","-0,37%"
"28.10.2021","12.153,10","12.075,67","12.153,10","12.064,21","37,48M","0,54%"
"27.10.2021","12.087,45","12.135,10","12.141,02","12.075,87","34,54M","-0,49%"
"26.10.2021","12.146,52","12.124,76","12.146,52","12.084,80","37,68M","0,69%"
"25.10.2021","12.063,17","12.051,32","12.063,17","11.992,85","31,72M","0,06%"
"22.10.2021","12.056,21","12.036,49","12.073,47","12.020,99","27,40M","0,14%"
"21.10.2021","12.039,14","11.959,45","12.053,00","11.959,45","34,88M","0,22%"
"20.10.2021","12.013,15","12.002,02","12.062,20","11.995,20","34,99M","0,59%"
"19.10.2021","11.942,74","11.972,50","11.975,05","11.862,99","29,01M","-0,21%"
"18.10.2021","11.968,08","11.949,82","11.980,17","11.916,43","26,58M","0,06%"
"15.10.2021","11.961,34","11.910,45","11.970,63","11.876,90","37,33M","0,58%"
"14.10.2021","11.892,52","11.849,72","11.892,52","11.786,25","35,80M","0,66%"
"13.10.2021","11.814,59","11.711,01","11.827,94","11.677,87","35,66M","0,49%"
"12.10.2021","11.756,76","11.665,04","11.803,82","11.645,43","27,96M","-0,13%"
"11.10.2021","11.771,57","11.743,82","11.779,73","11.699,17","25,86M","0,06%"
"08.10.2021","11.764,99","11.751,17","11.770,15","11.690,55","34,06M","0,01%"
"07.10.2021","11.763,64","11.688,45","11.771,71","11.677,94","43,40M","1,68%"
"06.10.2021","11.569,39","11.530,35","11.577,81","11.381,74","36,40M","-0,15%"
"05.10.2021","11.587,00","11.553,53","11.617,32","11.550,02","31,28M","0,04%"
"04.10.2021","11.582,35","11.537,42","11.641,60","11.536,49","33,46M","0,06%"
"01.10.2021","11.575,37","11.491,08","11.581,93","11.450,66","39,39M","-0,58%"
"30.09.2021","11.642,45","11.726,42","11.734,61","11.586,30","41,75M","0,12%"
"29.09.2021","11.628,33","11.592,99","11.656,36","11.571,00","35,37M","1,24%"
"28.09.2021","11.485,58","11.652,24","11.663,46","11.465,59","42,85M","-1,76%"
"27.09.2021","11.691,18","11.880,51","11.881,61","11.691,18","37,63M","-1,07%"
"24.09.2021","11.817,20","11.907,82","11.928,51","11.805,51","29,21M","-1,02%"
"23.09.2021","11.938,62","11.930,68","11.978,42","11.905,00","32,38M","0,85%"
"22.09.2021","11.837,57","11.855,57","11.876,89","11.797,99","43,33M","0,41%"
"21.09.2021","11.789,17","11.793,81","11.845,88","11.765,44","45,10M","0,19%"
"20.09.2021","11.766,42","11.787,18","11.818,42","11.643,42","74,30M","-1,42%"
"17.09.2021","11.935,53","12.116,64","12.128,71","11.929,61","94,00M","-0,77%"
"16.09.2021","12.028,44","12.031,16","12.099,26","12.024,67","36,69M","0,36%"
"15.09.2021","11.984,83","12.091,60","12.091,60","11.977,99","44,45M","-0,93%"
"14.09.2021","12.097,28","12.077,40","12.129,73","12.053,20","33,22M","0,19%"
"13.09.2021","12.074,81","12.088,63","12.168,52","12.074,81","30,95M","0,12%"
"10.09.2021","12.060,64","12.128,27","12.158,93","12.049,94","31,42M","-0,46%"
"09.09.2021","12.116,43","12.157,67","12.189,68","12.108,19","38,79M","-0,81%"
"08.09.2021","12.215,14","12.251,04","12.255,89","12.155,63","38,25M","-1,05%"
"07.09.2021","12.344,38","12.420,33","12.420,33","12.322,68","32,89M","-0,69%"
"06.09.2021","12.430,23","12.383,26","12.448,45","12.378,92","26,13M","0,63%"
"03.09.2021","12.351,84","12.432,04","12.436,21","12.296,12","30,42M","-0,65%"
"02.09.2021","12.432,46","12.440,52","12.469,27","12.424,75","27,20M","0,00%"
"01.09.2021","12.432,79","12.472,04","12.491,18","12.415,80","36,18M","0,17%"
"31.08.2021","12.411,11","12.457,44","12.494,65","12.398,34","55,90M","-0,20%"
"30.08.2021","12.436,58","12.419,87","12.444,59","12.404,35","21,04M","-0,02%"
"27.08.2021","12.439,00","12.390,42","12.453,12","12.381,79","23,22M","0,24%"
"26.08.2021","12.409,03","12.344,49","12.424,25","12.329,77","25,31M","0,36%"
"25.08.2021","12.364,57","12.436,54","12.447,42","12.325,81","32,92M","-0,58%"
"24.08.2021","12.436,66","12.505,97","12.524,10","12.409,13","28,34M","-0,32%"
"23.08.2021","12.476,87","12.483,91","12.490,51","12.423,73","24,80M","0,49%"
"20.08.2021","12.415,66","12.409,92","12.427,30","12.327,29","34,59M","0,10%"
"19.08.2021","12.403,58","12.453,11","12.453,61","12.296,95","41,87M","-1,13%"
"18.08.2021","12.545,35","12.458,37","12.573,43","12.456,92","30,91M","0,54%"
"17.08.2021","12.477,44","12.412,01","12.496,95","12.392,66","28,52M","0,47%"
"16.08.2021","12.419,14","12.431,53","12.442,78","12.376,06","31,03M","-0,36%"
"13.08.2021","12.464,44","12.452,00","12.478,66","12.442,07","21,43M","0,28%"
"12.08.2021","12.429,17","12.412,41","12.443,59","12.405,81","27,42M","0,33%"
"11.08.2021","12.387,90","12.385,44","12.426,15","12.361,49","28,62M","0,21%"
"10.08.2021","12.361,69","12.305,46","12.382,71","12.305,30","26,96M","0,41%"
"09.08.2021","12.310,75","12.211,71","12.321,37","12.211,52","24,01M","1,10%"
"06.08.2021","12.176,30","12.198,40","12.215,58","12.149,68","32,60M","-0,19%"
"05.08.2021","12.199,82","12.185,87","12.211,63","12.167,24","29,81M","0,17%"
"04.08.2021","12.178,74","12.201,97","12.214,19","12.169,89","29,66M","0,13%"
"03.08.2021","12.163,22","12.170,14","12.215,62","12.139,81","31,88M","-0,06%"
"02.08.2021","12.171,02","12.165,21","12.194,37","12.124,36","34,49M","0,45%"
"30.07.2021","12.116,82","12.005,91","12.146,68","11.998,58","40,74M","0,25%"
"29.07.2021","12.086,74","12.033,54","12.115,56","12.024,37","45,24M","0,11%"
"28.07.2021","12.073,23","12.055,97","12.080,15","12.032,97","26,44M","0,43%"
"27.07.2021","12.021,09","12.002,83","12.043,38","11.940,80","29,19M","-0,24%"
"26.07.2021","12.049,63","12.099,18","12.099,18","12.027,47","32,07M","-0,67%"
"23.07.2021","12.130,83","12.033,04","12.142,60","12.016,17","30,95M","1,28%"
"22.07.2021","11.977,00","12.056,39","12.060,16","11.927,62","35,47M","-0,37%"
"21.07.2021","12.021,58","12.020,29","12.048,55","11.983,23","43,45M","0,64%"
"20.07.2021","11.945,68","11.929,32","11.985,89","11.900,20","44,86M","0,70%"
"19.07.2021","11.862,08","11.957,37","11.979,32","11.799,23","49,57M","-1,37%"
"16.07.2021","12.026,50","12.022,55","12.057,03","11.969,63","34,85M","0,42%"
"15.07.2021","11.976,79","12.025,48","12.059,63","11.960,63","32,43M","-0,55%"
"14.07.2021","12.043,35","12.038,81","12.060,46","11.985,79","28,71M","-0,23%"
"13.07.2021","12.071,05","12.061,08","12.078,92","12.019,86","30,46M","-0,09%"
"12.07.2021","12.081,62","11.979,86","12.081,62","11.959,93","30,66M","0,77%"
"09.07.2021","11.989,81","11.949,97","12.005,45","11.935,49","38,36M","0,55%"
"08.07.2021","11.924,66","12.034,52","12.035,51","11.863,81","46,66M","-1,33%"
"07.07.2021","12.085,51","11.990,47","12.085,51","11.990,47","34,85M","1,01%"
"06.07.2021","11.965,22","11.959,69","12.025,44","11.933,47","30,62M","-0,02%"
"05.07.2021","11.967,57","11.966,75","11.969,84","11.900,74","21,21M","0,02%"
"02.07.2021","11.964,84","12.023,46","12.061,58","11.939,82","30,85M","-0,10%"
"01.07.2021","11.977,03","11.993,98","12.015,66","11.901,86","29,58M","0,29%"
"30.06.2021","11.942,72","12.022,57","12.034,92","11.931,48","37,61M","-0,71%"
